,word,frequence,number_of_edges
895,spine,5370074.0,7.0
896,spiny,366114.0,2.0
897,bogie,180493.0,1.0
898,explainable,66057.0,1.0
899,goddamn,577357.0,2.0
900,bounce,4383170.0,7.0
901,bouncy,1253106.0,3.0
902,greener,713531.0,4.0
903,underbelly,201451.0,1.0
904,sorbed,48023.0,1.0
905,rofecoxib,129837.0,1.0
906,firecracker,233352.0,1.0
907,benefit,47703520.0,3.0
908,behave,3193930.0,3.0
909,catmint,14018.0,1.0
910,seclusion,428090.0,1.0
911,trotskyist,60342.0,1.0
912,gremlin,297178.0,2.0
913,respite,1318533.0,4.0
914,boneheaded,29561.0,1.0
915,scholasticism,46457.0,2.0
916,mnemonics,178050.0,1.0
917,deserved,2178581.0,2.0
918,disjointed,267308.0,14.0
919,wrinkled,449208.0,10.0
920,readable,3370832.0,2.0
921,legalise,92188.0,5.0
922,gerontologist,56285.0,1.0
923,flabby,154911.0,1.0
924,contributor,5902799.0,1.0
925,sightseeing,3949130.0,1.0
926,clustering,2675781.0,2.0
927,span,9047179.0,11.0
928,discoid,53699.0,1.0
929,tasting,3603798.0,9.0
930,sock,3748769.0,5.0
931,mishandle,13844.0,3.0
932,spar,892695.0,1.0
933,redoubled,74112.0,1.0
934,spat,638094.0,15.0
935,considerably,4887058.0,1.0
936,jacks,2818856.0,14.0
937,peeper,83406.0,1.0
938,barman,283994.0,3.0
939,changeling,158134.0,3.0
940,considerable,10518680.0,3.0
941,curbstone,22858.0,1.0
942,charmed,1737442.0,16.0
943,positivist,96473.0,2.0
944,paired,1833851.0,7.0
945,degaussing,48979.0,2.0
946,faded,1899648.0,10.0
947,yarmulke,37247.0,1.0
948,unsafe,2142475.0,1.0
949,haunt,985188.0,2.0
950,char,19673918.0,6.0
951,chap,2557160.0,10.0
952,diverse,13432331.0,2.0
953,chaw,47638.0,1.0
954,chat,83625620.0,8.0
955,surveying,2494534.0,5.0
956,intrepid,1047626.0,1.0
957,puzzling,699889.0,14.0
958,rhumb,20027.0,1.0
959,idleness,199203.0,3.0
960,revision,26482328.0,4.0
961,oblige,403041.0,1.0
962,suppression,3465258.0,1.0
963,tendinitis,138159.0,1.0
964,land,103132933.0,16.0
965,phaeton,231430.0,1.0
966,lank,101391.0,1.0
967,crease,827105.0,8.0
968,transient,3512340.0,12.0
969,dawning,309187.0,5.0
970,guessing,2131003.0,13.0
971,splashing,364304.0,13.0
972,amiss,271389.0,3.0
973,humpback,422428.0,2.0
974,amalgamation,513407.0,1.0
975,braising,59803.0,1.0
976,mimeograph,42165.0,1.0
977,carelessly,357864.0,3.0
978,boatload,85676.0,1.0
979,circumnavigate,40910.0,1.0
980,padded,3476722.0,12.0
981,detested,108344.0,4.0
982,harbor,14117675.0,5.0
983,fewer,10792786.0,1.0
984,damning,323558.0,2.0
985,disheveled,85893.0,5.0
986,mishap,426099.0,2.0
987,crook,1067661.0,2.0
988,video,365410017.0,1.0
989,dynamics,13534626.0,2.0
990,sweats,745983.0,9.0
991,waning,815920.0,2.0
992,diamante,715290.0,2.0
993,henceforth,637996.0,1.0
994,turnaround,1938787.0,1.0
995,flowing,4208602.0,7.0
996,charade,366594.0,4.0
997,feist,351412.0,1.0
998,tuition,9860033.0,1.0
999,untidiness,14142.0,1.0
1000,unbolted,14171.0,3.0
1001,unwittingly,406505.0,2.0
1002,survey,62994830.0,8.0
1003,maker,16635947.0,5.0
1004,galago,59420.0,1.0
1005,panicked,328705.0,2.0
1006,untangled,43237.0,7.0
1007,next,425903347.0,1.0
1008,assuring,1245395.0,11.0
1009,humus,186734.0,1.0
1010,forewarning,34731.0,3.0
1011,babe,22489791.0,2.0
1012,baby,117696064.0,12.0
1013,integrating,6005665.0,4.0
1014,reserves,13456639.0,13.0
1015,scatter,1452106.0,8.0
1016,murmuring,155674.0,8.0
1017,process,176829177.0,12.0
1018,lock,22253866.0,15.0
1019,coolness,461402.0,4.0
1020,loco,1343167.0,6.0
1021,uncompensated,158746.0,1.0
1022,educational,56282937.0,1.0
1023,burled,22427.0,1.0
1024,comedy,22993280.0,1.0
1025,intelligent,14136076.0,4.0
1026,viremia,84641.0,1.0
1027,realized,11186108.0,13.0
1028,awkwardness,157906.0,7.0
1029,robot,12656312.0,1.0
1030,presuppose,124201.0,1.0
1031,mute,2351105.0,7.0
1032,insight,14070057.0,3.0
1033,perfect,60179071.0,28.0
1034,broiling,86421.0,2.0
1035,equalise,45443.0,1.0
1036,derivative,4721844.0,2.0
1037,alkene,52391.0,1.0
1038,snaky,18580.0,1.0
1039,creedal,19256.0,1.0
1040,seawater,667633.0,1.0
1041,snake,7606395.0,2.0
1042,realize,14098493.0,6.0
1043,disgorgement,63665.0,1.0
1044,reticle,234314.0,2.0
1045,ruefully,77822.0,2.0
1046,scenic,6312130.0,1.0
1047,commodious,55303.0,1.0
1048,shortage,3892878.0,3.0
1049,scorch,212879.0,2.0
1050,glasses,14009815.0,11.0
1051,homogeneous,1873412.0,3.0
1052,bump,4618593.0,8.0
1053,deficiency,4505086.0,2.0
1054,bigfoot,743525.0,1.0
1055,pasteurised,24920.0,3.0
1056,fundamentally,2184344.0,1.0
1057,rigging,1289503.0,1.0
1058,adaptive,5711114.0,1.0
1059,unwieldy,251985.0,3.0
1060,greedy,1801104.0,9.0
1061,initialize,2119091.0,1.0
1062,chilli,991047.0,1.0
1063,decentralising,15840.0,2.0
1064,transferable,1609980.0,4.0
1065,chilly,1173528.0,4.0
1066,length,69469598.0,2.0
1067,receding,288891.0,7.0
1068,scene,29372413.0,5.0
1069,soothing,1817294.0,4.0
1070,scent,3277212.0,1.0
1071,erstwhile,268813.0,6.0
1072,festival,31964569.0,1.0
1073,opossum,193023.0,1.0
1074,sergeant,3154308.0,1.0
1075,foretelling,52908.0,22.0
1076,rootstock,104565.0,1.0
1077,stomach,7234044.0,9.0
1078,quarry,1960848.0,1.0
1079,devoutly,86036.0,1.0
1080,egregious,424554.0,3.0
1081,gentile,741856.0,1.0
1082,orchestrated,545088.0,6.0
1083,false,33476460.0,18.0
1084,chivalrous,91761.0,1.0
1085,interscholastic,197484.0,1.0
1086,mustachioed,25284.0,1.0
1087,domestication,194975.0,1.0
1088,depict,1503760.0,6.0
1089,dished,203697.0,2.0
1090,worldwide,61319870.0,3.0
1091,jimmies,22347.0,6.0
1092,asserting,953874.0,11.0
1093,scabrous,30474.0,1.0
1094,cipher,1177442.0,15.0
1095,unsparing,34294.0,5.0
1096,placement,15123965.0,5.0
1097,hyperthyroidism,277087.0,1.0
1098,hydrocephalus,262011.0,1.0
1099,lots,44361090.0,49.0
1100,sideslip,19388.0,1.0
1101,woolly,421282.0,6.0
1102,uncommitted,196347.0,2.0
1103,greenhouse,5396539.0,2.0
1104,inductor,392422.0,2.0
1105,taps,2690265.0,10.0
1106,terminal,21273172.0,4.0
1107,jam,12468316.0,2.0
1108,tape,30941382.0,2.0
1109,riding,15211063.0,13.0
1110,undivided,466636.0,1.0
1111,prohibition,3410059.0,2.0
1112,antagonise,17693.0,1.0
1113,sinus,1738565.0,1.0
1114,wring,188579.0,4.0
1115,antagonist,925886.0,4.0
1116,rappel,122030.0,1.0
1117,stuff,81444510.0,10.0
1118,raceway,1156900.0,1.0
1119,strengthened,2447673.0,3.0
1120,circumscribed,201160.0,3.0
1121,lawfully,843098.0,2.0
1122,frame,46079991.0,19.0
1123,flattering,649975.0,1.0
1124,skateboarding,1962882.0,1.0
1125,carboniferous,139993.0,2.0
1126,dungeon,2665461.0,2.0
1127,pageboy,34419.0,1.0
1128,destiny,5698721.0,4.0
1129,insulting,1045324.0,5.0
1130,thoughtlessness,34014.0,2.0
1131,roiled,31006.0,15.0
1132,membrane,9368378.0,1.0
1133,interpolate,210104.0,2.0
1134,lawsuit,6381221.0,3.0
1135,staring,2611893.0,5.0
1136,perfidious,64540.0,1.0
1137,initiatory,33494.0,1.0
1138,exalting,66411.0,13.0
1139,unreflective,19975.0,1.0
1140,suppuration,22330.0,3.0
1141,accredited,9006302.0,7.0
1142,exaggerate,310913.0,2.0
1143,undergraduate,14975214.0,1.0
1144,rougher,181233.0,6.0
1145,ultrasonography,566162.0,2.0
1146,mailman,5266389.0,1.0
1147,midland,3564344.0,1.0
1148,linemen,170842.0,3.0
1149,genetic,16036749.0,4.0
1150,entitle,448784.0,1.0
1151,feather,3331460.0,4.0
1152,antifungal,453780.0,2.0
1153,sheepish,148021.0,1.0
1154,attest,997406.0,2.0
1155,coherence,1625467.0,3.0
1156,scallywag,16654.0,2.0
1157,misguide,52211.0,1.0
1158,hateful,793568.0,1.0
1159,coherency,137559.0,2.0
1160,banish,328029.0,12.0
1161,canonised,14503.0,4.0
1162,country,188691168.0,2.0
1163,fielding,1927279.0,1.0
1164,westerly,845387.0,2.0
1165,stuffing,1762615.0,13.0
1166,barite,76661.0,1.0
1167,lascivious,139088.0,1.0
1168,ransom,1422526.0,1.0
1169,denial,6157847.0,3.0
1170,painstaking,289263.0,1.0
1171,stroboscope,18683.0,1.0
1172,unsympathetic,132892.0,5.0
1173,censoring,345423.0,2.0
1174,identity,26573512.0,2.0
1175,audit,20786243.0,3.0
1176,off,284035693.0,1.0
1177,shotgun,2225854.0,1.0
1178,magnetization,492942.0,1.0
1179,newest,24970551.0,1.0
1180,clocks,8598993.0,2.0
1181,wee,3235414.0,1.0
1182,herdsman,65399.0,1.0
1183,wet,23918294.0,3.0
1184,practise,1708987.0,2.0
1185,humanization,21281.0,1.0
1186,pied,656612.0,1.0
1187,normalise,68257.0,1.0
1188,archeological,726316.0,2.0
1189,stooped,181062.0,6.0
1190,decidable,153466.0,1.0
1191,swineherd,16408.0,1.0
1192,megalomaniacal,23218.0,1.0
1193,capitulation,146174.0,2.0
1194,atrophy,649500.0,1.0
1195,tick,4449569.0,2.0
1196,pier,4057622.0,2.0
1197,debatable,392264.0,5.0
1198,bulge,881613.0,4.0
1199,ransomed,49246.0,3.0
1200,mistrustful,81767.0,1.0
1201,flickering,494623.0,6.0
1202,become,120495036.0,1.0
1203,verticality,30333.0,1.0
1204,immortal,2278011.0,4.0
1205,flush,5625285.0,23.0
1206,humming,684949.0,3.0
1207,recognition,22092586.0,2.0
1208,contested,1607211.0,2.0
1209,passion,13370569.0,4.0
1210,copulation,135529.0,3.0
1211,biology,23245252.0,1.0
1212,manta,550732.0,1.0
1213,hooligan,205840.0,3.0
1214,pressure,51407261.0,7.0
1215,posterity,502409.0,1.0
1216,imaginary,2348396.0,1.0
1217,curative,410566.0,6.0
1218,documentary,10429008.0,3.0
1219,swimming,20456063.0,3.0
1220,concretize,13587.0,1.0
1221,letters,40638766.0,2.0
1222,miscegenation,54262.0,2.0
1223,sharpness,775037.0,6.0
1224,gastronome,23122.0,1.0
1225,cultivated,1766032.0,14.0
1226,privates,347568.0,2.0
1227,terminated,4771526.0,11.0
1228,pairing,1486812.0,9.0
1229,providential,100978.0,2.0
1230,rhythmic,1177228.0,2.0
1231,bagger,189540.0,1.0
1232,evident,6462719.0,19.0
1233,bloodline,275890.0,2.0
1234,excitement,5262975.0,7.0
1235,placed,35347899.0,23.0
1236,tosser,64096.0,1.0
1237,plundered,203286.0,13.0
1238,nursed,206293.0,10.0
1239,effected,1645475.0,2.0
1240,nonetheless,3988449.0,1.0
1241,deadly,5740299.0,10.0
1242,lately,5574422.0,1.0
1243,saviour,1119836.0,1.0
1244,details,280827841.0,5.0
1245,illusion,3293217.0,5.0
1246,repeat,14024814.0,9.0
1247,mourner,73348.0,1.0
1248,hotheaded,16911.0,4.0
1249,repeal,2200528.0,7.0
1250,exposure,27204624.0,4.0
1251,searcher,757746.0,2.0
1252,torrid,244508.0,2.0
1253,compete,9245630.0,1.0
1254,clamoring,161773.0,2.0
1255,magnetic,19516958.0,3.0
1256,huffy,225112.0,3.0
1257,entropy,2006551.0,1.0
1258,integrity,13247038.0,2.0
1259,porno,36925475.0,3.0
1260,stinky,621254.0,4.0
1261,worth,48075237.0,2.0
1262,alternating,1842467.0,6.0
1263,amorous,262783.0,2.0
1264,aurora,7000546.0,5.0
1265,replication,5191008.0,6.0
1266,progression,4501732.0,1.0
1267,investigator,6922557.0,1.0
1268,monologue,516277.0,1.0
1269,acetylene,280724.0,2.0
1270,depraved,283374.0,14.0
1271,declassified,299778.0,1.0
1272,baptistery,42217.0,1.0
1273,spunky,330478.0,2.0
1274,richest,1912591.0,1.0
1275,undershot,13939.0,1.0
1276,ploughed,170814.0,3.0
1277,unobjectionable,26570.0,1.0
1278,stressed,4422630.0,8.0
1279,lonesome,953264.0,4.0
1280,shadowboxing,89311.0,1.0
1281,contrarily,39736.0,2.0
1282,cloistered,74115.0,6.0
1283,vapors,608939.0,6.0
1284,lavatory,662326.0,3.0
1285,archaeological,3287086.0,3.0
1286,compulsively,88426.0,1.0
1287,absolution,265660.0,2.0
1288,devastation,1163666.0,1.0
1289,inculcation,25830.0,2.0
1290,plop,209870.0,3.0
1291,exacta,161059.0,1.0
1292,plod,99185.0,1.0
1293,separated,9752054.0,20.0
1294,bombast,80126.0,3.0
1295,chlorpromazine,163999.0,1.0
1296,plenitude,63087.0,1.0
1297,sobering,357055.0,1.0
1298,allies,4965121.0,2.0
1299,adamant,504722.0,4.0
1300,blocking,6008690.0,20.0
1301,tnt,2604555.0,1.0
1302,divorced,2454344.0,5.0
1303,genitalia,358041.0,3.0
1304,cuddle,531391.0,4.0
1305,elbow,3484326.0,1.0
1306,untangling,109947.0,9.0
1307,souring,30442.0,5.0
1308,pollute,338167.0,1.0
1309,flunk,79790.0,2.0
1310,heartless,446382.0,1.0
1311,impair,1051194.0,4.0
1312,totaled,1236803.0,6.0
1313,impassive,62740.0,2.0
1314,recovery,37644829.0,3.0
1315,provide,181040994.0,5.0
1316,rationed,82128.0,1.0
1317,nuts,9053763.0,16.0
1318,bandaging,55862.0,2.0
1319,moron,1017416.0,4.0
1320,truthful,890045.0,1.0
1321,ladder,5508719.0,2.0
1322,mortal,2886162.0,5.0
1323,customs,11372432.0,2.0
1324,millimeter,689180.0,1.0
1325,bared,186940.0,13.0
1326,midbrain,111946.0,1.0
1327,greediness,31681.0,2.0
1328,arch,10040050.0,9.0
1329,foundering,31824.0,5.0
1330,elusive,1584397.0,6.0
1331,appreciate,13938792.0,2.0
1332,americanization,86244.0,1.0
1333,purging,411014.0,19.0
1334,backwoods,239025.0,2.0
1335,gumption,84996.0,1.0
1336,innovative,17689336.0,2.0
1337,coiling,111620.0,9.0
1338,estrange,52948.0,1.0
1339,production,90612739.0,4.0
1340,understated,629121.0,4.0
1341,valor,1193133.0,3.0
1342,coffee,42086828.0,1.0
1343,jerking,1802926.0,8.0
1344,safe,63168116.0,8.0
1345,sleepiness,237052.0,2.0
1346,laconically,15901.0,2.0
1347,expressionist,147910.0,1.0
1348,roommate,6484327.0,1.0
1349,penetration,5821758.0,1.0
1350,coffer,91839.0,1.0
1351,basidiomycetes,29200.0,1.0
1352,reasonably,8548385.0,6.0
1353,dingy,255349.0,13.0
1354,reasonable,26526175.0,4.0
1355,cashmere,2070228.0,1.0
1356,dumping,2377175.0,6.0
1357,sled,1134521.0,1.0
1358,apotheosis,102324.0,2.0
1359,slew,1336497.0,5.0
1360,inadvertently,1071570.0,1.0
1361,raffles,750961.0,1.0
1362,disputed,1950655.0,5.0
1363,barrier,8353617.0,13.0
1364,colorless,513918.0,1.0
1365,leftovers,624074.0,2.0
1366,dashing,470775.0,14.0
1367,fastening,840156.0,7.0
1368,enlightened,1547532.0,11.0
1369,lollipop,461761.0,2.0
1370,certified,36493381.0,11.0
1371,drench,199471.0,1.0
1372,unexpressed,40929.0,4.0
1373,autogyro,18944.0,1.0
1374,flawless,1259140.0,1.0
1375,sprig,143773.0,2.0
1376,clouding,105815.0,11.0
1377,tangibility,15505.0,1.0
1378,render,5231571.0,9.0
1379,synonymous,1138788.0,10.0
1380,implicated,1142711.0,2.0
1381,disembark,128934.0,1.0
1382,bulrush,62030.0,2.0
1383,approximately,35797333.0,2.0
1384,fumble,758520.0,10.0
1385,john,199642644.0,3.0
1386,chanted,268671.0,3.0
1387,emblem,2089468.0,8.0
1388,offhand,166521.0,6.0
1389,waster,144619.0,1.0
1390,enmeshed,92191.0,3.0
1391,cereal,2871293.0,1.0
1392,wasted,3559742.0,25.0
1393,guild,7923630.0,1.0
1394,guile,1026260.0,5.0
1395,encase,84867.0,1.0
1396,guilt,3623942.0,1.0
1397,historical,42501329.0,1.0
1398,acoustics,2517859.0,1.0
1399,hologram,699535.0,1.0
1400,flavorful,401367.0,3.0
1401,enchanted,1789839.0,20.0
1402,impelled,153246.0,3.0
1403,contents,78365831.0,6.0
1404,praising,665441.0,1.0
1405,convenient,12801318.0,4.0
1406,pinafore,130596.0,1.0
1407,thundering,490825.0,3.0
1408,unsecured,4685442.0,4.0
1409,gravy,1441099.0,3.0
1410,nobody,14490265.0,1.0
1411,lucre,88448.0,9.0
1412,indemnification,807413.0,2.0
1413,immediacy,371899.0,1.0
1414,germany,92151641.0,1.0
1415,grave,6929008.0,14.0
1416,swamp,2575587.0,4.0
1417,aunt,4594042.0,2.0
1418,repudiation,298330.0,1.0
1419,reserve,35516087.0,8.0
1420,papillary,238043.0,1.0
1421,ellipsoid,264646.0,2.0
1422,draughtsman,80264.0,1.0
1423,nullified,144865.0,9.0
1424,imperium,337747.0,1.0
1425,degradation,4236424.0,3.0
1426,haunted,3357045.0,7.0
1427,roundabout,1122610.0,4.0
1428,lexington,6440847.0,1.0
1429,rung,561161.0,15.0
1430,scrubbed,1123114.0,4.0
1431,secretary,46013973.0,2.0
1432,edited,22917163.0,3.0
1433,rivulet,56766.0,2.0
1434,horrendous,514498.0,2.0
1435,optimum,5188219.0,1.0
1436,shakti,316121.0,1.0
1437,pasted,804813.0,2.0
1438,away,112837472.0,3.0
1439,bracing,640265.0,11.0
1440,drawn,14827380.0,28.0
1441,misguided,930681.0,3.0
1442,handful,3413211.0,1.0
1443,climate,25096136.0,1.0
1444,emporium,1817716.0,1.0
1445,tone,17397122.0,10.0
1446,nonconformist,90306.0,2.0
1447,insubordination,114185.0,1.0
1448,anticipatory,305987.0,1.0
1449,tons,11109804.0,11.0
1450,applicability,2577161.0,2.0
1451,infirm,251101.0,4.0
1452,resignation,2560942.0,1.0
1453,overfeeding,23611.0,1.0
1454,hospitalization,1232916.0,1.0
1455,plebeian,52716.0,1.0
1456,excite,3404340.0,1.0
1457,madhouse,168244.0,2.0
1458,attacker,1877889.0,2.0
1459,imbroglio,102311.0,1.0
1460,clairvoyant,222739.0,1.0
1461,armoury,221465.0,1.0
1462,gracious,1580782.0,6.0
1463,reciprocal,3200550.0,1.0
1464,thrash,901098.0,8.0
1465,separatist,446141.0,1.0
1466,dizzy,1424316.0,4.0
1467,cone,4429970.0,2.0
1468,conk,41618.0,5.0
1469,bilious,85971.0,2.0
1470,agreeableness,26503.0,2.0
1471,survival,14259073.0,1.0
1472,plainsong,52107.0,1.0
1473,wheel,25342937.0,1.0
1474,fuss,1475395.0,18.0
1475,crockery,565243.0,1.0
1476,recce,69037.0,1.0
1477,hang,11077672.0,7.0
1478,hand,121296661.0,5.0
1479,fuse,2999474.0,6.0
1480,rasping,50933.0,3.0
1481,humble,3693501.0,6.0
1482,biogeographical,42358.0,1.0
1483,client,69189527.0,2.0
1484,humbly,512799.0,2.0
1485,sullenly,49342.0,1.0
1486,musical,46057216.0,2.0
1487,peacefulness,90703.0,1.0
1488,thiopental,43730.0,1.0
1489,regnant,17085.0,2.0
1490,thanks,91398411.0,1.0
1491,extol,149713.0,1.0
1492,shout,3965861.0,4.0
1493,cowhand,19595.0,1.0
1494,righteous,2481713.0,2.0
1495,usable,3373023.0,4.0
1496,erosive,121774.0,2.0
1497,stargazer,282087.0,1.0
1498,eroded,768360.0,4.0
1499,cooler,7113822.0,4.0
1500,immunosuppressive,340835.0,1.0
1501,sparse,1745258.0,2.0
1502,night,130531484.0,1.0
1503,flatter,585847.0,19.0
1504,caliper,769125.0,1.0
1505,born,52452012.0,27.0
1506,hassle,3665939.0,10.0
1507,pugnacious,60230.0,1.0
1508,bore,3819820.0,32.0
1509,contaminating,256459.0,4.0
1510,confusing,4385868.0,15.0
1511,adorably,34043.0,1.0
1512,congratulate,1117780.0,1.0
1513,bewilder,25694.0,4.0
1514,asking,19887691.0,10.0
1515,melange,206979.0,3.0
1516,cortical,1182050.0,2.0
1517,adorable,2592855.0,1.0
1518,participation,28366095.0,1.0
1519,peek,2539766.0,2.0
1520,peel,3810917.0,4.0
1521,elucidate,428002.0,2.0
1522,ratable,29427.0,1.0
1523,substitution,4083235.0,3.0
1524,peer,17754444.0,2.0
1525,peep,1118456.0,3.0
1526,shariah,116459.0,1.0
1527,warping,337905.0,5.0
1528,wasting,2791022.0,15.0
1529,sparing,398984.0,4.0
1530,profession,9208483.0,2.0
1531,rendering,5644923.0,19.0
1532,obligate,292551.0,4.0
1533,auricular,108343.0,1.0
1534,stumble,1111648.0,6.0
1535,familiarize,716100.0,1.0
1536,deception,2454433.0,21.0
1537,frill,99652.0,1.0
1538,sovereign,3790205.0,3.0
1539,wrongdoing,643639.0,1.0
1540,needled,55220.0,2.0
1541,diligence,2012672.0,1.0
1542,consolatory,13308.0,1.0
1543,freelancer,658122.0,2.0
1544,boon,1193354.0,1.0
1545,ancestral,1279982.0,2.0
1546,maximum,58933430.0,1.0
1547,unleaded,1133978.0,1.0
1548,luffa,20564.0,1.0
1549,prayer,16762869.0,5.0
1550,constriction,266187.0,4.0
1551,hoarseness,102666.0,1.0
1552,authoritarianism,186210.0,4.0
1553,detox,2297343.0,1.0
1554,bede,296472.0,1.0
1555,faze,136972.0,2.0
1556,signore,202821.0,1.0
1557,accolade,361681.0,1.0
1558,phlegm,153580.0,5.0
1559,concept,31681353.0,1.0
1560,diplomacy,2352610.0,4.0
1561,horseback,1969441.0,1.0
1562,supplement,12988231.0,4.0
1563,battle,31344458.0,12.0
1564,interlaced,364172.0,9.0
1565,revitalisation,80468.0,1.0
1566,aristocratic,398360.0,2.0
1567,dissatisfied,1477991.0,1.0
1568,recoding,129216.0,1.0
1569,syphilis,801731.0,1.0
1570,airing,926397.0,12.0
1571,alterative,56248.0,1.0
1572,flammable,1263036.0,1.0
1573,skulduggery,16141.0,1.0
1574,guy,45286019.0,1.0
1575,conglomeration,147168.0,1.0
1576,verifiable,682372.0,1.0
1577,agitate,128157.0,1.0
1578,cost,158887256.0,3.0
1579,coss,87981.0,2.0
1580,forging,1113430.0,16.0
1581,cosy,1021452.0,1.0
1582,pigeonholing,13606.0,3.0
1583,foregoing,2736053.0,9.0
1584,shared,30988860.0,4.0
1585,alertness,363768.0,4.0
1586,efficacious,286875.0,1.0
1587,conjuror,40711.0,3.0
1588,lustrous,492303.0,4.0
1589,combatant,467563.0,3.0
1590,sieve,851108.0,3.0
1591,teacher,48002944.0,1.0
1592,sociable,311061.0,2.0
1593,sending,20622624.0,15.0
1594,plotter,821499.0,4.0
1595,burdensome,532141.0,2.0
1596,ineffectiveness,159092.0,2.0
1597,plotted,1563400.0,3.0
1598,puffer,223429.0,2.0
1599,regardless,14096520.0,2.0
1600,extra,59377307.0,10.0
1601,sextet,268708.0,3.0
1602,puffed,364221.0,8.0
1603,quenching,327230.0,7.0
1604,homiletic,24460.0,1.0
1605,bacillary,40068.0,1.0
1606,driest,205963.0,1.0
1607,captivate,300362.0,2.0
1608,wonderfully,1923818.0,5.0
1609,shaken,1218549.0,8.0
1610,slough,1480201.0,3.0
1611,cluck,134048.0,1.0
1612,belling,457154.0,1.0
1613,exhibitor,2866316.0,1.0
1614,officeholder,52261.0,1.0
1615,fortified,1210684.0,6.0
1616,purge,1366135.0,14.0
1617,chip,19810772.0,8.0
1618,metalworks,29907.0,2.0
1619,weighting,1676674.0,4.0
1620,chin,3986552.0,1.0
1621,anteater,90505.0,3.0
1622,chic,3725795.0,3.0
1623,cabalist,28393.0,1.0
1624,lounge,16473584.0,5.0
1625,varnished,175776.0,2.0
1626,economy,46236766.0,1.0
1627,substructure,248350.0,2.0
1628,peerless,939425.0,4.0
1629,disgusted,688056.0,6.0
1630,produce,35383071.0,5.0
1631,pulverised,22441.0,4.0
1632,corona,2806095.0,2.0
1633,nosey,132182.0,2.0
1634,sagacity,115056.0,1.0
1635,nosed,611383.0,6.0
1636,deconstruction,421161.0,1.0
1637,serving,29916558.0,11.0
1638,brain,33612784.0,9.0
1639,braid,981945.0,4.0
1640,freckled,126616.0,2.0
1641,atonement,659226.0,1.0
1642,correspondence,9911984.0,2.0
1643,lancers,219258.0,1.0
1644,introduce,13104630.0,5.0
1645,emollient,135368.0,4.0
1646,adrenaline,1708838.0,1.0
1647,taliban,2426052.0,1.0
1648,slacks,511225.0,12.0
1649,wealthy,3345627.0,2.0
1650,inversion,1538266.0,4.0
1651,respectable,1404442.0,5.0
1652,drop,37433033.0,21.0
1653,naturalization,1023665.0,1.0
1654,pommel,107642.0,1.0
1655,unloaded,619203.0,4.0
1656,furnishing,1977961.0,5.0
1657,grouse,805156.0,6.0
1658,gash,315928.0,1.0
1659,stooping,162502.0,5.0
1660,challenger,2435511.0,2.0
1661,replay,3121356.0,1.0
1662,monitory,28977.0,1.0
1663,naming,4643682.0,19.0
1664,furthermore,11462067.0,1.0
1665,thirst,1352279.0,2.0
1666,marabou,142317.0,1.0
1667,astragalus,265742.0,1.0
1668,philharmonic,1477989.0,1.0
1669,odoriferous,18113.0,4.0
1670,divergence,1234790.0,3.0
1671,diagnostic,10955841.0,1.0
1672,methaqualone,24131.0,1.0
1673,gaffe,132748.0,1.0
1674,contemplation,860693.0,3.0
1675,digitization,446596.0,1.0
1676,transition,20032306.0,2.0
